"카테고리","세부분류","ID","이름","가격","내구도","기본공격력","방어","명중","HP","MP","힘","민첩","지력","HP%","MP%","필요직업","필요레벨","성별","필요힘","필요민첩","필요지력","거래가능","설명"
"방어구","갑옷","armour_233","진궁의영혼","1","1000000","","-44","","","","","","","","","궁사","99","남성","","","","거래불가","방어구 '진궁의영혼'. 방어력 -44을 제공합니다. 레벨 99 이상, 궁사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_234","주작의도포","1","1000000","","-45","","5000","5000","1","1","1","","","","","","","","","거래불가","방어구 '주작의도포'. 방어력 -45을 제공합니다. 체력 +5000, 마력 +5000, 힘 +1, 민첩 +1, 지력 +1 효과가 함께 붙어 있습니다."
"악세서리","장갑/반지/팔찌","accessory_1","파란색반지","100","1200","","-2","","","","","","","","","","5","","","","","거래가능","악세서리 '파란색반지'. 방어력 -2을 제공합니다. 레벨 5 이상 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_2","흑심반지","2200","1200","","-3","3","","","","","","","","도적","12","","","","","거래가능","악세서리 '흑심반지'. 방어력 -3을 제공합니다. 레벨 12 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_3","보라색반지","2000","3200","","-5","1","","","","","","","","","15","","","","","거래가능","악세서리 '보라색반지'. 방어력 -5을 제공합니다. 레벨 15 이상 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_4","붉은색반지","1200","5200","","","2","","","","","","","","전사","35","","","","","거래가능","악세서리 '붉은색반지'. 캐릭터를 보호해주는 장비입니다. 레벨 35 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_5","퇴마반지","5000","1200","","","","","","","","","","","주술사","40","","","","","거래가능","악세서리 '퇴마반지'. 캐릭터를 보호해주는 장비입니다. 레벨 40 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_8","현철장갑","250000","40000","","-6","3","250","","2","","","","","전사","50","","","","","거래가능","악세서리 '현철장갑'. 방어력 -6을 제공합니다. 체력 +250, 힘 +2 효과가 함께 붙어 있습니다. 레벨 50 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_9","속삭임팔찌","250000","40000","","-10","4","100","100","","2","","","","도적","50","","","","","거래가능","악세서리 '속삭임팔찌'. 방어력 -10을 제공합니다. 체력 +100, 마력 +100, 민첩 +2 효과가 함께 붙어 있습니다. 레벨 50 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_10","진마반지","250000","40000","","-5","","","250","","","4","","","주술사","50","","","","","거래가능","악세서리 '진마반지'. 방어력 -5을 제공합니다. 마력 +250, 지력 +4 효과가 함께 붙어 있습니다. 레벨 50 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_11","선류","250000","40000","","-5","","200","","","","3","","","도사","50","","","","","거래가능","악세서리 '선류'. 방어력 -5을 제공합니다. 체력 +200, 지력 +3 효과가 함께 붙어 있습니다. 레벨 50 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_13","통장갑","비매품","3000","","-3","1","200","","1","","","","","전사","20","","","","","거래가능","악세서리 '통장갑'. 방어력 -3을 제공합니다. 체력 +200, 힘 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_14","엄심장갑","비매품","5000","","-4","1","400","","1","","","","","전사","30","","","","","거래가능","악세서리 '엄심장갑'. 방어력 -4을 제공합니다. 체력 +400, 힘 +1 효과가 함께 붙어 있습니다. 레벨 30 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_15","신장갑","비매품","8000","","-5","2","800","","2","","","","","전사","40","","","","","거래가능","악세서리 '신장갑'. 방어력 -5을 제공합니다. 체력 +800, 힘 +2 효과가 함께 붙어 있습니다. 레벨 40 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_16","천공장갑","비매품","10000","","-3","3","200","","1","","","","","전사","20","","","","","거래가능","악세서리 '천공장갑'. 방어력 -3을 제공합니다. 체력 +200, 힘 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_17","연환장갑","비매품","20000","","-7","3","1000","","5","","","","","전사","50","","","","","거래가능","악세서리 '연환장갑'. 방어력 -7을 제공합니다. 체력 +1000, 힘 +5 효과가 함께 붙어 있습니다. 레벨 50 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_18","비룡장갑","비매품","20000","","-8","1","2000","","5","","","","","전사","30","","","","","거래가능","악세서리 '비룡장갑'. 방어력 -8을 제공합니다. 체력 +2000, 힘 +5 효과가 함께 붙어 있습니다. 레벨 30 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_19","황금장갑","비매품","300000","","-10","2","2500","","8","","","","","전사","40","","","","","거래가능","악세서리 '황금장갑'. 방어력 -10을 제공합니다. 체력 +2500, 힘 +8 효과가 함께 붙어 있습니다. 레벨 40 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_20","쇄자황금장갑","비매품","500000","","-11","5","3000","300","20","10","","","","전사","50","","","","","거래가능","악세서리 '쇄자황금장갑'. 방어력 -11을 제공합니다. 체력 +3000, 마력 +300, 힘 +20, 민첩 +10 효과가 함께 붙어 있습니다. 레벨 50 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_21","경번팔찌","비매품","3000","","-3","1","150","50","","1","","","","도적","20","","","","","거래가능","악세서리 '경번팔찌'. 방어력 -3을 제공합니다. 체력 +150, 마력 +50, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_22","청류팔찌","비매품","5000","","-4","1","200","100","1","1","","","","도적","30","","","","","거래가능","악세서리 '청류팔찌'. 방어력 -4을 제공합니다. 체력 +200, 마력 +100, 힘 +1, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 30 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_23","세명팔찌","비매품","8000","","-7","1","350","100","1","2","","","","도적","40","","","","","거래가능","악세서리 '세명팔찌'. 방어력 -7을 제공합니다. 체력 +350, 마력 +100, 힘 +1, 민첩 +2 효과가 함께 붙어 있습니다. 레벨 40 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_24","연위팔찌","비매품","20000","","-10","2","500","200","1","3","","","","도적","50","","","","","거래가능","악세서리 '연위팔찌'. 방어력 -10을 제공합니다. 체력 +500, 마력 +200, 힘 +1, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 50 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_25","천공팔찌","비매품","10000","","-3","","150","50","","1","","","","도적","20","","","","","거래가능","악세서리 '천공팔찌'. 방어력 -3을 제공합니다. 체력 +150, 마력 +50, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_26","비룡팔찌","비매품","20000","","-8","1","1500","1500","","5","","","","도적","30","","","","","거래가능","악세서리 '비룡팔찌'. 방어력 -8을 제공합니다. 체력 +1500, 마력 +1500, 민첩 +5 효과가 함께 붙어 있습니다. 레벨 30 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_27","황금팔찌","비매품","300000","","-10","2","2000","2000","","8","","","","도적","40","","","","","거래가능","악세서리 '황금팔찌'. 방어력 -10을 제공합니다. 체력 +2000, 마력 +2000, 민첩 +8 효과가 함께 붙어 있습니다. 레벨 40 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_28","쇄자황금팔찌","비매품","500000","","-11","5","2500","1000","10","20","","","","도적","50","","","","","거래가능","악세서리 '쇄자황금팔찌'. 방어력 -11을 제공합니다. 체력 +2500, 마력 +1000, 힘 +10, 민첩 +20 효과가 함께 붙어 있습니다. 레벨 50 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_29","호피반지","비매품","3000","","-1","","100","100","","","1","","","주술사","20","","","","","거래가능","악세서리 '호피반지'. 방어력 -1을 제공합니다. 체력 +100, 마력 +100, 지력 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_30","천수반지","비매품","5000","","-2","","150","200","","","2","","","주술사","30","","","","","거래가능","악세서리 '천수반지'. 방어력 -2을 제공합니다. 체력 +150, 마력 +200, 지력 +2 효과가 함께 붙어 있습니다. 레벨 30 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_31","은마반지","비매품","8000","","-3","","150","300","","","3","","","주술사","40","","","","","거래가능","악세서리 '은마반지'. 방어력 -3을 제공합니다. 체력 +150, 마력 +300, 지력 +3 효과가 함께 붙어 있습니다. 레벨 40 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_32","금마반지","비매품","20000","","-5","","200","500","","","5","","","주술사","50","","","","","거래가능","악세서리 '금마반지'. 방어력 -5을 제공합니다. 체력 +200, 마력 +500, 지력 +5 효과가 함께 붙어 있습니다. 레벨 50 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_33","천공반지","비매품","10000","","-3","","200","200","","","2","","","주술사","20","","","","","거래가능","악세서리 '천공반지'. 방어력 -3을 제공합니다. 체력 +200, 마력 +200, 지력 +2 효과가 함께 붙어 있습니다. 레벨 20 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_34","비룡반지","비매품","20000","","-8","","1000","1000","","","5","","","주술사","30","","","","","거래가능","악세서리 '비룡반지'. 방어력 -8을 제공합니다. 체력 +1000, 마력 +1000, 지력 +5 효과가 함께 붙어 있습니다. 레벨 30 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_35","황금반지","비매품","300000","","-10","","1500","2000","","","8","","","주술사","40","","","","","거래가능","악세서리 '황금반지'. 방어력 -10을 제공합니다. 체력 +1500, 마력 +2000, 지력 +8 효과가 함께 붙어 있습니다. 레벨 40 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_36","쇄자황금반지","비매품","500000","","-11","","1000","2000","","","25","","","주술사","50","","","","","거래가능","악세서리 '쇄자황금반지'. 방어력 -11을 제공합니다. 체력 +1000, 마력 +2000, 지력 +25 효과가 함께 붙어 있습니다. 레벨 50 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_37","당예류","비매품","3000","","-1","","100","100","","","1","","","도사","20","","","","","거래가능","악세서리 '당예류'. 방어력 -1을 제공합니다. 체력 +100, 마력 +100, 지력 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_38","비승류","비매품","5000","","-2","","100","200","","","2","","","도사","30","","","","","거래가능","악세서리 '비승류'. 방어력 -2을 제공합니다. 체력 +100, 마력 +200, 지력 +2 효과가 함께 붙어 있습니다. 레벨 30 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_39","승류","비매품","8000","","-3","","150","300","","","1","","","도사","40","","","","","거래가능","악세서리 '승류'. 방어력 -3을 제공합니다. 체력 +150, 마력 +300, 지력 +1 효과가 함께 붙어 있습니다. 레벨 40 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_40","유연선류","비매품","20000","","-5","","200","500","","","5","","","도사","50","","","","","거래가능","악세서리 '유연선류'. 방어력 -5을 제공합니다. 체력 +200, 마력 +500, 지력 +5 효과가 함께 붙어 있습니다. 레벨 50 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_41","천공선류","비매품","10000","","-3","","100","200","","","2","","","도사","20","","","","","거래가능","악세서리 '천공선류'. 방어력 -3을 제공합니다. 체력 +100, 마력 +200, 지력 +2 효과가 함께 붙어 있습니다. 레벨 20 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_42","비룡선류","비매품","20000","","-8","","1000","1000","","","5","","","도사","30","","","","","거래가능","악세서리 '비룡선류'. 방어력 -8을 제공합니다. 체력 +1000, 마력 +1000, 지력 +5 효과가 함께 붙어 있습니다. 레벨 30 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_43","황금선류","비매품","300000","","-10","","1000","1500","","","8","","","도사","40","","","","","거래가능","악세서리 '황금선류'. 방어력 -10을 제공합니다. 체력 +1000, 마력 +1500, 지력 +8 효과가 함께 붙어 있습니다. 레벨 40 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_44","쇄자황금선류","비매품","500000","","-11","","1000","2000","","","25","","","도사","50","","","","","거래가능","악세서리 '쇄자황금선류'. 방어력 -11을 제공합니다. 체력 +1000, 마력 +2000, 지력 +25 효과가 함께 붙어 있습니다. 레벨 50 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_45","진주반지","비매품","5000000","","-7","3","200","200","","","1","","","","70","","","","","거래가능","악세서리 '진주반지'. 방어력 -7을 제공합니다. 체력 +200, 마력 +200, 지력 +1 효과가 함께 붙어 있습니다. 레벨 70 이상 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_46","용왕의반지","비매품","50000","","-9","","600","600","1","1","5","","","","90","","","","","거래가능","악세서리 '용왕의반지'. 방어력 -9을 제공합니다. 체력 +600, 마력 +600, 힘 +1, 민첩 +1, 지력 +5 효과가 함께 붙어 있습니다. 레벨 90 이상 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_91","풀잎반지","500","4000","","","","","","","","","","","","","","","","","거래가능","악세서리 '풀잎반지'. 캐릭터를 보호해주는 장비입니다."
"악세서리","장갑/반지/팔찌","accessory_92","꽃잎반지","500","4000","","","","","","","","","","","","","","","","","거래가능","악세서리 '꽃잎반지'. 캐릭터를 보호해주는 장비입니다."
"악세서리","장갑/반지/팔찌","accessory_93","문신장갑","10000","80000","","-6","2","150","","4","3","","","","전사","56","","","","","거래가능","악세서리 '문신장갑'. 방어력 -6을 제공합니다. 체력 +150, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 56 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_94","주술장갑","비매품","100000","","-8","4","500","","4","3","","","","전사","95","","","","","거래가능","악세서리 '주술장갑'. 방어력 -8을 제공합니다. 체력 +500, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 95 이상, 전사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_95","문신팔찌","10000","80000","","-6","2","150","","4","3","","","","도적","56","","","","","거래가능","악세서리 '문신팔찌'. 방어력 -6을 제공합니다. 체력 +150, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 56 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_96","주술팔찌","비매품","100000","","-8","4","500","","4","3","","","","도적","95","","","","","거래가능","악세서리 '주술팔찌'. 방어력 -8을 제공합니다. 체력 +500, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 95 이상, 도적 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_97","문신반지","10000","80000","","-6","2","","150","","3","4","","","주술사","56","","","","","거래가능","악세서리 '문신반지'. 방어력 -6을 제공합니다. 마력 +150, 민첩 +3, 지력 +4 효과가 함께 붙어 있습니다. 레벨 56 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_98","주술반지","비매품","100000","","-8","5","","500","","3","4","","","주술사","95","","","","","거래가능","악세서리 '주술반지'. 방어력 -8을 제공합니다. 마력 +500, 민첩 +3, 지력 +4 효과가 함께 붙어 있습니다. 레벨 95 이상, 주술사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_99","문신선류","10000","80000","","-6","2","","150","","3","4","","","도사","56","","","","","거래가능","악세서리 '문신선류'. 방어력 -6을 제공합니다. 마력 +150, 민첩 +3, 지력 +4 효과가 함께 붙어 있습니다. 레벨 56 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_100","주술선류","비매품","100000","","-8","5","","500","","3","4","","","도사","95","","","","","거래가능","악세서리 '주술선류'. 방어력 -8을 제공합니다. 마력 +500, 민첩 +3, 지력 +4 효과가 함께 붙어 있습니다. 레벨 95 이상, 도사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_142","꽃목걸이","10000","10000","","","1","","","","","","","","","30","","","","","거래가능","악세서리 '꽃목걸이'. 캐릭터를 보호해주는 장비입니다. 레벨 30 이상 착용 가능합니다."
"악세서리","보조","accessory_145","시력회복의귀걸이","10000000","500000","","","","","","","","","","","","","","","","","거래가능","악세서리 '시력회복의귀걸이'. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_146","보무의목걸이","10000000","500000","","","","","","","","","","","","","","","","","거래가능","악세서리 '보무의목걸이'. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_148","풍요의고리","1","500000","","","","","","","","","","","","","","","","","거래가능","악세서리 '풍요의고리'. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_149","풍요의귀걸이","1","500000","","","","","","","","","","","","","","","","","거래가능","악세서리 '풍요의귀걸이'. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_150","정령인형","비매품","1000000","","","2","350","350","2","2","2","","","","30","","","","","거래가능","악세서리 '정령인형'. 캐릭터를 보호해주는 장비입니다. 체력 +350, 마력 +350, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 30 이상 착용 가능합니다."
"악세서리","보조","accessory_151","할로윈호박","비매품","2000000","","","","","","","","","0.5","1","","","","","","","거래가능","악세서리 '할로윈호박'. 캐릭터를 보호해주는 장비입니다. 체력 +0.5%, 마력 +1% 효과가 함께 붙어 있습니다."
"악세서리","보조","accessory_152","산타양말","비매품","500000","","","","","","","","","","","","","","","","","거래가능","악세서리 '산타양말'. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_153","비녀","1","800000","","-1","","2000","2000","1","1","1","","","","","","","","","거래가능","악세서리 '비녀'. 방어력 -1을 제공합니다. 체력 +2000, 마력 +2000, 힘 +1, 민첩 +1, 지력 +1 효과가 함께 붙어 있습니다."
"악세서리","장갑/반지/팔찌","accessory_154","가죽골무","250000","40000","","-10","4","100","100","","2","","","","궁사","50","","","","","거래가능","악세서리 '가죽골무'. 방어력 -10을 제공합니다. 체력 +100, 마력 +100, 민첩 +2 효과가 함께 붙어 있습니다. 레벨 50 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_155","청풍골무","비매품","3000","","-3","1","150","50","","1","","","","궁사","20","","","","","거래가능","악세서리 '청풍골무'. 방어력 -3을 제공합니다. 체력 +150, 마력 +50, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_156","청명골무","비매품","5000","","-4","1","200","100","1","1","","","","궁사","30","","","","","거래가능","악세서리 '청명골무'. 방어력 -4을 제공합니다. 체력 +200, 마력 +100, 힘 +1, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 30 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_157","비명골무","비매품","8000","","-7","1","350","100","1","2","","","","궁사","40","","","","","거래가능","악세서리 '비명골무'. 방어력 -7을 제공합니다. 체력 +350, 마력 +100, 힘 +1, 민첩 +2 효과가 함께 붙어 있습니다. 레벨 40 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_158","흑명골무","비매품","20000","","-10","2","500","200","1","3","","","","궁사","50","","","","","거래가능","악세서리 '흑명골무'. 방어력 -10을 제공합니다. 체력 +500, 마력 +200, 힘 +1, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 50 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_159","천궁골무","비매품","10000","","-3","","150","50","","1","","","","궁사","20","","","","","거래가능","악세서리 '천궁골무'. 방어력 -3을 제공합니다. 체력 +150, 마력 +50, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_160","비룡골무","비매품","20000","","-8","1","1500","1500","","5","","","","궁사","30","","","","","거래가능","악세서리 '비룡골무'. 방어력 -8을 제공합니다. 체력 +1500, 마력 +1500, 민첩 +5 효과가 함께 붙어 있습니다. 레벨 30 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_161","황금골무","비매품","300000","","-10","2","2000","2000","","8","","","","궁사","40","","","","","거래가능","악세서리 '황금골무'. 방어력 -10을 제공합니다. 체력 +2000, 마력 +2000, 민첩 +8 효과가 함께 붙어 있습니다. 레벨 40 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_162","쇄자황금골무","비매품","500000","","-11","5","2500","1000","10","20","","","","궁사","50","","","","","거래가능","악세서리 '쇄자황금골무'. 방어력 -11을 제공합니다. 체력 +2500, 마력 +1000, 힘 +10, 민첩 +20 효과가 함께 붙어 있습니다. 레벨 50 이상, 궁사 착용 가능합니다."
"악세서리","장갑/반지/팔찌","accessory_164","","비매품","","","","","","","","","","","","","","","","","","거래가능","악세서리 ''. 캐릭터를 보호해주는 장비입니다."
"악세서리","보조","accessory_165","문신골무","10000","80000","","-6","2","150","","4","3","","","","궁사","56","","","","","거래가능","악세서리 '문신골무'. 방어력 -6을 제공합니다. 체력 +150, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 56 이상, 궁사 착용 가능합니다."
"악세서리","보조","accessory_166","주술골무","비매품","100000","","-8","4","500","","4","3","","","","궁사","95","","","","","거래가능","악세서리 '주술골무'. 방어력 -8을 제공합니다. 체력 +500, 힘 +4, 민첩 +3 효과가 함께 붙어 있습니다. 레벨 95 이상, 궁사 착용 가능합니다."
"소모품","소모품","consumable_1","동동주","10","","","","","","","","","","","","","","","","","","거래가능","밥알이 동동 뜬 채로 묵은 술"
"소모품","소모품","consumable_2","막걸리","10","","","","","","","","","","","","","","","","","","거래가능","소모품 '막걸리'."
"소모품","소모품","consumable_3","오십세주","500","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_4","팔십세주","800","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_5","백세주","1000","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_6","노란비서","1","","","","","","","","","","","","","","","","","","거래가능","수많은 주막 중 하나로 순간 이동할 수 있는 신비한 비서"
"소모품","소모품","consumable_7","소환비서","1","","","","","","","","","","","","","","","","","","거래가능","불가사의한 힘으로 누군가를 끌어들인다"
"소모품","소모품","consumable_8","부여성비서","100","","","","","","","","","","","","","","","","","","거래가능","부여성으로 순간 이동할 수 있는 신비한 비서"
"소모품","소모품","consumable_9","이백세주","2000","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_10","삼백세주","3000","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_11","오백세주","5000","","","","","","","","","","","","","","","","","","거래가능","한약재를 넣어 발효시킨 술"
"소모품","소모품","consumable_13","파란열쇠","10","","","","","","","","","","","","","","","","","","거래가능","소모품 '파란열쇠'."
"소모품","소모품","consumable_14","홍주","3000","","","","","","","","","","","","","","","","","","거래가능","소모품 '홍주'."
"소모품","소모품","consumable_16","녹용","10","","","","","","","","","","","","","","","","","","거래가능","그늘에서 말려 약으로 사용하는 사슴의 뿔"
"소모품","소모품","consumable_17","도토리","10","","","","","","","","","","","","","","","","","","거래가능","참나무의 열매"
"소모품","소모품","consumable_18","뱀고기","40","","","","","","","","","","","","","","","","","","거래가능","겉보기와는 달리 좋은 고기"
"소모품","소모품","consumable_19","여우모피","80","","","","","","","","","","","","","","","","","","거래가능","부드럽고 따뜻한 여우의 털가죽"
"소모품","소모품","consumable_20","웅담","100","","","","","","","","","","","","","","","","","","거래가능","바람에 말려 약재로 사용되는 곰의 쓸개"
"소모품","소모품","consumable_21","자호의가죽","150","","","","","","","","","","","","","","","","","","거래가능","보랏빛을 띈 호랑이의 줄무늬 가죽"
"소모품","소모품","consumable_22","토끼고기","10","","","","","","","","","","","","","","","","","","거래가능","부드럽고 담백한 토끼의 고기"
"소모품","소모품","consumable_23","호랑이고기","60","","","","","","","","","","","","","","","","","","거래가능","생명력이 넘치는 호랑이의 고기"
"소모품","소모품","consumable_25","호랑이가죽","10","","","","","","","","","","","","","","","","","","거래가능","호랑이의 줄무늬 가죽"
"소모품","소모품","consumable_26","적호의가죽","200","","","","","","","","","","","","","","","","","","거래가능","붉은빛을 띈 호랑이의 줄무늬 가죽"
"소모품","소모품","consumable_27","호박","1000","","","","","","","","","","","","","","","","","","거래가능","나무의 수지가 오랜 세월 동안 굳어 만들어진 보석"
"소모품","소모품","consumable_28","진호박","1500","","","","","","","","","","","","","","","","","","거래가능","진하게 농축된 호박"
"소모품","소모품","consumable_29","금전","비매품","","","","","","","","","","","","","","","","","","거래가능","엽전"
"소모품","소모품","consumable_30","금전","비매품","","","","","","","","","","","","","","","","","","거래가능","엽전뭉치"
"소모품","소모품","consumable_31","금전","비매품","","","","","","","","","","","","","","","","","","거래가능","은전뭉치"
"소모품","소모품","consumable_32","금전","비매품","","","","","","","","","","","","","","","","","","거래가능","금괴"
"소모품","소모품","consumable_33","쥐고기","20","","","","","","","","","","","","","","","","","","거래가능","먹어야 하나?"
"소모품","소모품","consumable_34","사슴고기","60","","","","","","","","","","","","","","","","","","거래가능","기름기가 없어 담백한 맛이 나는 사슴의 고기"
"소모품","소모품","consumable_35","산돼지고기","200","","","","","","","","","","","","","","","","","","거래가능","보통 돼지고기보다 육질이 연하고 기름진 산돼지의 고기"
"소모품","소모품","consumable_36","숲돼지고기","400","","","","","","","","","","","","","","","","","","거래가능","보통 돼지고기보다 향이 진한 숲돼지의 고기"
"소모품","소모품","consumable_37","노란시약","10","","","","","","","","","","","","","","","","","","거래가능","극소량의 체력이 회복되는 시약"
"소모품","소모품","consumable_38","파란시약","10","","","","","","","","","","","","","","","","","","거래가능","아주 약간의 체력이 회복되는 시약"
"소모품","소모품","consumable_39","보라시약","30","","","","","","","","","","","","","","","","","","거래가능","약간의 체력이 회복되는 시약"
"소모품","소모품","consumable_40","갈색시약","800","","","","","","","","","","","","","","","","","","거래가능","이것을 마시면, 갑옷으로 무장한 듯 든든해질 것이다"
"소모품","소모품","consumable_41","빨간시약","15000","","","","","","","","","","","","","","","","","","거래가능","체력이 회복되는 시약"
"소모품","소모품","consumable_42","초록시약","5000","","","","","","","","","","","","","","","","","","거래가능","이것을 마시면, 누군가에게 보호받고 있는 듯 든든해질 것이다"
"소모품","소모품","consumable_43","청색시약","50","","","","","","","","","","","","","","","","","","거래가능","기분나쁜 푸른 빛깔의 시약"
"소모품","소모품","consumable_44","하얀시약","10","","","","","","","","","","","","","","","","","","거래가능","이것을 마시면, 목소리가 커진다"
"소모품","소모품","consumable_45","맑은시약","5000","","","","","","","","","","","","","","","","","","거래가능","지친 몸에 순식간에 활력을 불어넣어 주는 시약"
"소모품","소모품","consumable_46","마법의시약","5000","","","","","","","","","","","","","","","","","","거래가능","정체불명의 힘이 담겨 있는 시약"
"소모품","소모품","consumable_47","귀환비서","50","","","","","","","","","","","","","","","","","","거래가능","주모에게 부탁하면 원하는 성으로 이동할 수 있을지도?"
